rid,set,trial,truth,truth_AI,attr,fluency,credibility,p_ai_subj,brier,fluency_c,credibility_c
R_2bVqwI1EBxtXxu5,A,1,AI,1,2,6.8,6.333333333333333,0.75,0.0625,1.3524137931034481,1.3247126436781604
R_2bVqwI1EBxtXxu5,A,2,Human,0,5,5.0,6.0,0.0,0.0,-0.4475862068965517,0.9913793103448274
R_2bVqwI1EBxtXxu5,A,3,AI,1,1,6.2,6.333333333333333,1.0,0.0,0.7524137931034485,1.3247126436781604
R_2bVqwI1EBxtXxu5,A,4,Human,0,4,5.6,4.666666666666667,0.25,0.0625,0.15241379310344794,-0.34195402298850563
R_2bVqwI1EBxtXxu5,A,5,AI,1,2,6.8,6.0,0.75,0.0625,1.3524137931034481,0.9913793103448274
R_2bVqwI1EBxtXxu5,A,6,Human,0,5,5.2,6.0,0.0,0.0,-0.24758620689655153,0.9913793103448274
R_2bVqwI1EBxtXxu5,A,7,AI,1,1,6.8,6.0,1.0,0.0,1.3524137931034481,0.9913793103448274
R_2bVqwI1EBxtXxu5,A,8,Human,0,4,5.0,5.666666666666667,0.25,0.0625,-0.4475862068965517,0.6580459770114944
R_2bVqwI1EBxtXxu5,A,9,AI,1,4,6.4,6.333333333333333,0.25,0.5625,0.9524137931034486,1.3247126436781604
R_2bVqwI1EBxtXxu5,A,10,Human,0,1,5.4,5.333333333333333,1.0,1.0,-0.04758620689655135,0.32471264367816044
R_2bVqwI1EBxtXxu5,A,11,AI,1,4,6.6,5.0,0.25,0.5625,1.152413793103448,-0.008620689655172598
R_2bVqwI1EBxtXxu5,A,12,Human,0,2,4.2,5.666666666666667,0.75,0.5625,-1.2475862068965515,0.6580459770114944
R_2bVqwI1EBxtXxu5,A,13,AI,1,5,6.6,6.666666666666667,0.0,1.0,1.152413793103448,1.6580459770114944
R_2bVqwI1EBxtXxu5,A,14,Human,0,3,5.6,6.333333333333333,0.5,0.25,0.15241379310344794,1.3247126436781604
R_2bVqwI1EBxtXxu5,A,15,AI,1,2,5.8,5.333333333333333,0.75,0.0625,0.3524137931034481,0.32471264367816044
R_2bVqwI1EBxtXxu5,A,16,Human,0,5,5.0,5.333333333333333,0.0,0.0,-0.4475862068965517,0.32471264367816044
R_2bVqwI1EBxtXxu5,A,17,AI,1,4,5.8,5.333333333333333,0.25,0.5625,0.3524137931034481,0.32471264367816044
R_2bVqwI1EBxtXxu5,A,18,Human,0,2,5.4,6.333333333333333,0.75,0.5625,-0.04758620689655135,1.3247126436781604
R_2bVqwI1EBxtXxu5,A,19,AI,1,2,5.0,4.666666666666667,0.75,0.0625,-0.4475862068965517,-0.34195402298850563
R_2bVqwI1EBxtXxu5,A,20,Human,0,1,5.2,5.333333333333333,1.0,1.0,-0.24758620689655153,0.32471264367816044
R_2mFA3cDEltjpMsz,A,1,AI,1,1,6.2,6.333333333333333,1.0,0.0,0.7524137931034485,1.3247126436781604
R_2mFA3cDEltjpMsz,A,2,Human,0,5,4.6,5.0,0.0,0.0,-0.8475862068965521,-0.008620689655172598
R_2mFA3cDEltjpMsz,A,3,AI,1,5,6.4,6.333333333333333,0.0,1.0,0.9524137931034486,1.3247126436781604
R_2mFA3cDEltjpMsz,A,4,Human,0,5,4.6,5.0,0.0,0.0,-0.8475862068965521,-0.008620689655172598
R_2mFA3cDEltjpMsz,A,5,AI,1,3,6.4,6.0,0.5,0.25,0.9524137931034486,0.9913793103448274
R_2mFA3cDEltjpMsz,A,6,Human,0,4,5.0,5.0,0.25,0.0625,-0.4475862068965517,-0.008620689655172598
R_2mFA3cDEltjpMsz,A,7,AI,1,1,5.8,6.333333333333333,1.0,0.0,0.3524137931034481,1.3247126436781604
R_2mFA3cDEltjpMsz,A,8,Human,0,4,4.6,5.333333333333333,0.25,0.0625,-0.8475862068965521,0.32471264367816044
R_2mFA3cDEltjpMsz,A,9,AI,1,2,5.8,6.333333333333333,0.75,0.0625,0.3524137931034481,1.3247126436781604
R_2mFA3cDEltjpMsz,A,10,Human,0,4,5.0,5.666666666666667,0.25,0.0625,-0.4475862068965517,0.6580459770114944
R_2mFA3cDEltjpMsz,A,11,AI,1,1,5.8,6.0,1.0,0.0,0.3524137931034481,0.9913793103448274
R_2mFA3cDEltjpMsz,A,12,Human,0,2,5.2,5.0,0.75,0.5625,-0.24758620689655153,-0.008620689655172598
R_2mFA3cDEltjpMsz,A,13,AI,1,1,6.0,6.0,1.0,0.0,0.5524137931034483,0.9913793103448274
R_2mFA3cDEltjpMsz,A,14,Human,0,2,5.0,5.0,0.75,0.5625,-0.4475862068965517,-0.008620689655172598
R_2mFA3cDEltjpMsz,A,15,AI,1,2,4.4,5.0,0.75,0.0625,-1.0475862068965514,-0.008620689655172598
R_2mFA3cDEltjpMsz,A,16,Human,0,3,4.8,5.333333333333333,0.5,0.25,-0.6475862068965519,0.32471264367816044
R_2mFA3cDEltjpMsz,A,17,AI,1,4,4.4,5.0,0.25,0.5625,-1.0475862068965514,-0.008620689655172598
R_2mFA3cDEltjpMsz,A,18,Human,0,4,4.8,5.333333333333333,0.25,0.0625,-0.6475862068965519,0.32471264367816044
R_2mFA3cDEltjpMsz,A,19,AI,1,4,5.0,4.666666666666667,0.25,0.5625,-0.4475862068965517,-0.34195402298850563
R_2mFA3cDEltjpMsz,A,20,Human,0,5,5.0,5.0,0.0,0.0,-0.4475862068965517,-0.008620689655172598
R_24BL8mm22Ed6Qfx,A,1,AI,1,4,5.8,4.333333333333333,0.25,0.5625,0.3524137931034481,-0.6752873563218396
R_24BL8mm22Ed6Qfx,A,2,Human,0,5,4.8,4.0,0.0,0.0,-0.6475862068965519,-1.0086206896551726
R_24BL8mm22Ed6Qfx,A,3,AI,1,5,6.2,4.666666666666667,0.0,1.0,0.7524137931034485,-0.34195402298850563
R_24BL8mm22Ed6Qfx,A,4,Human,0,2,4.6,3.6666666666666665,0.75,0.5625,-0.8475862068965521,-1.341954022988506
R_24BL8mm22Ed6Qfx,A,5,AI,1,1,6.4,4.333333333333333,1.0,0.0,0.9524137931034486,-0.6752873563218396
R_24BL8mm22Ed6Qfx,A,6,Human,0,3,5.2,4.0,0.5,0.25,-0.24758620689655153,-1.0086206896551726
R_24BL8mm22Ed6Qfx,A,7,AI,1,1,6.0,5.333333333333333,1.0,0.0,0.5524137931034483,0.32471264367816044
R_24BL8mm22Ed6Qfx,A,8,Human,0,2,4.4,4.0,0.75,0.5625,-1.0475862068965514,-1.0086206896551726
R_24BL8mm22Ed6Qfx,A,9,AI,1,2,5.6,5.333333333333333,0.75,0.0625,0.15241379310344794,0.32471264367816044
R_24BL8mm22Ed6Qfx,A,10,Human,0,4,4.6,4.333333333333333,0.25,0.0625,-0.8475862068965521,-0.6752873563218396
R_24BL8mm22Ed6Qfx,A,11,AI,1,4,6.0,5.333333333333333,0.25,0.5625,0.5524137931034483,0.32471264367816044
R_24BL8mm22Ed6Qfx,A,12,Human,0,3,4.8,4.0,0.5,0.25,-0.6475862068965519,-1.0086206896551726
R_24BL8mm22Ed6Qfx,A,13,AI,1,3,6.0,5.0,0.5,0.25,0.5524137931034483,-0.008620689655172598
R_24BL8mm22Ed6Qfx,A,14,Human,0,5,5.0,4.0,0.0,0.0,-0.4475862068965517,-1.0086206896551726
R_24BL8mm22Ed6Qfx,A,15,AI,1,2,4.4,4.0,0.75,0.0625,-1.0475862068965514,-1.0086206896551726
R_24BL8mm22Ed6Qfx,A,16,Human,0,4,5.0,4.333333333333333,0.25,0.0625,-0.4475862068965517,-0.6752873563218396
R_24BL8mm22Ed6Qfx,A,17,AI,1,2,5.4,4.333333333333333,0.75,0.0625,-0.04758620689655135,-0.6752873563218396
R_24BL8mm22Ed6Qfx,A,18,Human,0,5,5.2,5.0,0.0,0.0,-0.24758620689655153,-0.008620689655172598
R_24BL8mm22Ed6Qfx,A,19,AI,1,4,4.2,4.333333333333333,0.25,0.5625,-1.2475862068965515,-0.6752873563218396
R_24BL8mm22Ed6Qfx,A,20,Human,0,5,4.2,3.6666666666666665,0.0,0.0,-1.2475862068965515,-1.341954022988506
R_2iJtWqjxXaX8fkd,A,1,AI,1,1,6.8,6.333333333333333,1.0,0.0,1.3524137931034481,1.3247126436781604
R_2iJtWqjxXaX8fkd,A,2,Human,0,1,5.6,5.666666666666667,1.0,1.0,0.15241379310344794,0.6580459770114944
R_2iJtWqjxXaX8fkd,A,3,AI,1,5,6.8,6.0,0.0,1.0,1.3524137931034481,0.9913793103448274
R_2iJtWqjxXaX8fkd,A,4,Human,0,4,6.4,5.333333333333333,0.25,0.0625,0.9524137931034486,0.32471264367816044
R_2iJtWqjxXaX8fkd,A,5,AI,1,5,6.8,6.0,0.0,1.0,1.3524137931034481,0.9913793103448274
R_2iJtWqjxXaX8fkd,A,6,Human,0,2,5.6,5.666666666666667,0.75,0.5625,0.15241379310344794,0.6580459770114944
R_2iJtWqjxXaX8fkd,A,7,AI,1,3,6.8,6.0,0.5,0.25,1.3524137931034481,0.9913793103448274
R_2iJtWqjxXaX8fkd,A,8,Human,0,2,5.6,5.666666666666667,0.75,0.5625,0.15241379310344794,0.6580459770114944
R_2iJtWqjxXaX8fkd,A,9,AI,1,2,6.8,6.0,0.75,0.0625,1.3524137931034481,0.9913793103448274
R_2iJtWqjxXaX8fkd,A,10,Human,0,1,5.0,6.0,1.0,1.0,-0.4475862068965517,0.9913793103448274
R_2iJtWqjxXaX8fkd,A,11,AI,1,2,6.6,6.0,0.75,0.0625,1.152413793103448,0.9913793103448274
R_2iJtWqjxXaX8fkd,A,12,Human,0,4,5.4,4.666666666666667,0.25,0.0625,-0.04758620689655135,-0.34195402298850563
R_2iJtWqjxXaX8fkd,A,13,AI,1,3,6.8,6.333333333333333,0.5,0.25,1.3524137931034481,1.3247126436781604
R_2iJtWqjxXaX8fkd,A,14,Human,0,5,5.8,5.666666666666667,0.0,0.0,0.3524137931034481,0.6580459770114944
R_2iJtWqjxXaX8fkd,A,15,AI,1,2,5.8,5.0,0.75,0.0625,0.3524137931034481,-0.008620689655172598
R_2iJtWqjxXaX8fkd,A,16,Human,0,3,6.0,6.0,0.5,0.25,0.5524137931034483,0.9913793103448274
R_2iJtWqjxXaX8fkd,A,17,AI,1,3,5.4,6.333333333333333,0.5,0.25,-0.04758620689655135,1.3247126436781604
R_2iJtWqjxXaX8fkd,A,18,Human,0,5,5.6,5.333333333333333,0.0,0.0,0.15241379310344794,0.32471264367816044
R_2iJtWqjxXaX8fkd,A,19,AI,1,3,5.6,5.333333333333333,0.5,0.25,0.15241379310344794,0.32471264367816044
R_2iJtWqjxXaX8fkd,A,20,Human,0,4,5.2,5.666666666666667,0.25,0.0625,-0.24758620689655153,0.6580459770114944
R_8jVgD5Cd4iV3CDY,B,1,Human,0,3,5.4,4.666666666666667,0.5,0.25,-0.04758620689655135,-0.34195402298850563
R_8jVgD5Cd4iV3CDY,B,2,AI,1,2,6.0,5.333333333333333,0.75,0.0625,0.5524137931034483,0.32471264367816044
R_8jVgD5Cd4iV3CDY,B,3,Human,0,1,4.8,4.666666666666667,1.0,1.0,-0.6475862068965519,-0.34195402298850563
R_8jVgD5Cd4iV3CDY,B,4,AI,1,3,6.2,4.333333333333333,0.5,0.25,0.7524137931034485,-0.6752873563218396
R_8jVgD5Cd4iV3CDY,B,5,Human,0,5,5.2,4.333333333333333,0.0,0.0,-0.24758620689655153,-0.6752873563218396
R_8jVgD5Cd4iV3CDY,B,6,AI,1,5,6.4,5.333333333333333,0.0,1.0,0.9524137931034486,0.32471264367816044
R_8jVgD5Cd4iV3CDY,B,7,Human,0,4,4.8,3.3333333333333335,0.25,0.0625,-0.6475862068965519,-1.6752873563218391
R_8jVgD5Cd4iV3CDY,B,8,AI,1,3,6.4,5.666666666666667,0.5,0.25,0.9524137931034486,0.6580459770114944
R_8jVgD5Cd4iV3CDY,B,9,Human,0,3,5.0,4.0,0.5,0.25,-0.4475862068965517,-1.0086206896551726
R_8jVgD5Cd4iV3CDY,B,10,AI,1,1,6.4,5.333333333333333,1.0,0.0,0.9524137931034486,0.32471264367816044
R_8jVgD5Cd4iV3CDY,B,11,Human,0,5,5.6,4.666666666666667,0.0,0.0,0.15241379310344794,-0.34195402298850563
R_8jVgD5Cd4iV3CDY,B,12,AI,1,2,5.6,5.333333333333333,0.75,0.0625,0.15241379310344794,0.32471264367816044
R_8jVgD5Cd4iV3CDY,B,13,Human,0,5,5.4,4.0,0.0,0.0,-0.04758620689655135,-1.0086206896551726
R_8jVgD5Cd4iV3CDY,B,14,AI,1,2,5.0,4.0,0.75,0.0625,-0.4475862068965517,-1.0086206896551726
R_8jVgD5Cd4iV3CDY,B,15,Human,0,3,4.8,4.0,0.5,0.25,-0.6475862068965519,-1.0086206896551726
R_8jVgD5Cd4iV3CDY,B,16,AI,1,3,5.2,4.0,0.5,0.25,-0.24758620689655153,-1.0086206896551726
R_8jVgD5Cd4iV3CDY,B,17,Human,0,1,5.2,3.6666666666666665,1.0,1.0,-0.24758620689655153,-1.341954022988506
R_8jVgD5Cd4iV3CDY,B,18,AI,1,1,6.2,5.333333333333333,1.0,0.0,0.7524137931034485,0.32471264367816044
R_8jVgD5Cd4iV3CDY,B,19,Human,0,5,4.6,4.666666666666667,0.0,0.0,-0.8475862068965521,-0.34195402298850563
R_8jVgD5Cd4iV3CDY,B,20,AI,1,2,4.6,4.0,0.75,0.0625,-0.8475862068965521,-1.0086206896551726
R_8F2vOMIY4K1bWjF,A,1,AI,1,4,6.8,6.0,0.25,0.5625,1.3524137931034481,0.9913793103448274
R_8F2vOMIY4K1bWjF,A,2,Human,0,5,5.6,5.333333333333333,0.0,0.0,0.15241379310344794,0.32471264367816044
R_8F2vOMIY4K1bWjF,A,3,AI,1,4,7.0,6.333333333333333,0.25,0.5625,1.5524137931034483,1.3247126436781604
R_8F2vOMIY4K1bWjF,A,4,Human,0,1,5.8,4.333333333333333,1.0,1.0,0.3524137931034481,-0.6752873563218396
R_8F2vOMIY4K1bWjF,A,5,AI,1,2,7.0,6.0,0.75,0.0625,1.5524137931034483,0.9913793103448274
R_8F2vOMIY4K1bWjF,A,6,Human,0,2,6.0,5.0,0.75,0.5625,0.5524137931034483,-0.008620689655172598
R_8F2vOMIY4K1bWjF,A,7,AI,1,2,6.8,6.666666666666667,0.75,0.0625,1.3524137931034481,1.6580459770114944
R_8F2vOMIY4K1bWjF,A,8,Human,0,2,5.8,5.666666666666667,0.75,0.5625,0.3524137931034481,0.6580459770114944
R_8F2vOMIY4K1bWjF,A,9,AI,1,3,6.8,5.666666666666667,0.5,0.25,1.3524137931034481,0.6580459770114944
R_8F2vOMIY4K1bWjF,A,10,Human,0,2,6.0,5.666666666666667,0.75,0.5625,0.5524137931034483,0.6580459770114944
R_8F2vOMIY4K1bWjF,A,11,AI,1,2,7.0,6.666666666666667,0.75,0.0625,1.5524137931034483,1.6580459770114944
R_8F2vOMIY4K1bWjF,A,12,Human,0,1,5.8,5.0,1.0,1.0,0.3524137931034481,-0.008620689655172598
R_8F2vOMIY4K1bWjF,A,13,AI,1,4,6.8,6.333333333333333,0.25,0.5625,1.3524137931034481,1.3247126436781604
R_8F2vOMIY4K1bWjF,A,14,Human,0,4,6.2,5.0,0.25,0.0625,0.7524137931034485,-0.008620689655172598
R_8F2vOMIY4K1bWjF,A,15,AI,1,3,5.6,5.333333333333333,0.5,0.25,0.15241379310344794,0.32471264367816044
R_8F2vOMIY4K1bWjF,A,16,Human,0,3,6.0,4.666666666666667,0.5,0.25,0.5524137931034483,-0.34195402298850563
R_8F2vOMIY4K1bWjF,A,17,AI,1,3,5.8,5.0,0.5,0.25,0.3524137931034481,-0.008620689655172598
R_8F2vOMIY4K1bWjF,A,18,Human,0,2,6.4,5.0,0.75,0.5625,0.9524137931034486,-0.008620689655172598
R_8F2vOMIY4K1bWjF,A,19,AI,1,2,5.4,5.666666666666667,0.75,0.0625,-0.04758620689655135,0.6580459770114944
R_8F2vOMIY4K1bWjF,A,20,Human,0,2,5.8,4.666666666666667,0.75,0.5625,0.3524137931034481,-0.34195402298850563
R_8CHSO3KjmePCNeq,B,1,Human,0,3,4.4,5.0,0.5,0.25,-1.0475862068965514,-0.008620689655172598
R_8CHSO3KjmePCNeq,B,2,AI,1,4,5.0,7.0,0.25,0.5625,-0.4475862068965517,1.9913793103448274
R_8CHSO3KjmePCNeq,B,3,Human,0,5,4.8,5.666666666666667,0.0,0.0,-0.6475862068965519,0.6580459770114944
R_8CHSO3KjmePCNeq,B,4,AI,1,1,5.0,6.333333333333333,1.0,0.0,-0.4475862068965517,1.3247126436781604
R_8CHSO3KjmePCNeq,B,5,Human,0,1,4.6,5.333333333333333,1.0,1.0,-0.8475862068965521,0.32471264367816044
R_8CHSO3KjmePCNeq,B,6,AI,1,2,5.6,6.666666666666667,0.75,0.0625,0.15241379310344794,1.6580459770114944
R_8CHSO3KjmePCNeq,B,7,Human,0,3,4.4,5.333333333333333,0.5,0.25,-1.0475862068965514,0.32471264367816044
R_8CHSO3KjmePCNeq,B,8,AI,1,1,5.6,6.333333333333333,1.0,0.0,0.15241379310344794,1.3247126436781604
R_8CHSO3KjmePCNeq,B,9,Human,0,5,5.0,5.333333333333333,0.0,0.0,-0.4475862068965517,0.32471264367816044
R_8CHSO3KjmePCNeq,B,10,AI,1,1,5.4,6.666666666666667,1.0,0.0,-0.04758620689655135,1.6580459770114944
R_8CHSO3KjmePCNeq,B,11,Human,0,1,3.8,5.333333333333333,1.0,1.0,-1.6475862068965519,0.32471264367816044
R_8CHSO3KjmePCNeq,B,12,AI,1,1,5.6,7.0,1.0,0.0,0.15241379310344794,1.9913793103448274
R_8CHSO3KjmePCNeq,B,13,Human,0,4,5.0,5.333333333333333,0.25,0.0625,-0.4475862068965517,0.32471264367816044
R_8CHSO3KjmePCNeq,B,14,AI,1,4,4.4,5.333333333333333,0.25,0.5625,-1.0475862068965514,0.32471264367816044
R_8CHSO3KjmePCNeq,B,15,Human,0,4,4.0,5.666666666666667,0.25,0.0625,-1.4475862068965517,0.6580459770114944
R_8CHSO3KjmePCNeq,B,16,AI,1,3,4.6,5.333333333333333,0.5,0.25,-0.8475862068965521,0.32471264367816044
R_8CHSO3KjmePCNeq,B,17,Human,0,5,4.2,6.0,0.0,0.0,-1.2475862068965515,0.9913793103448274
R_8CHSO3KjmePCNeq,B,18,AI,1,5,5.6,6.666666666666667,0.0,1.0,0.15241379310344794,1.6580459770114944
R_8CHSO3KjmePCNeq,B,19,Human,0,5,4.6,4.0,0.0,0.0,-0.8475862068965521,-1.0086206896551726
R_8CHSO3KjmePCNeq,B,20,AI,1,4,5.0,6.333333333333333,0.25,0.5625,-0.4475862068965517,1.3247126436781604
R_23ljf6om1ieTpdi,A,1,AI,1,4,6.4,5.333333333333333,0.25,0.5625,0.9524137931034486,0.32471264367816044
R_23ljf6om1ieTpdi,A,2,Human,0,2,5.8,4.0,0.75,0.5625,0.3524137931034481,-1.0086206896551726
R_23ljf6om1ieTpdi,A,3,AI,1,1,6.6,5.666666666666667,1.0,0.0,1.152413793103448,0.6580459770114944
R_23ljf6om1ieTpdi,A,4,Human,0,4,5.4,4.666666666666667,0.25,0.0625,-0.04758620689655135,-0.34195402298850563
R_23ljf6om1ieTpdi,A,5,AI,1,1,6.4,5.333333333333333,1.0,0.0,0.9524137931034486,0.32471264367816044
R_23ljf6om1ieTpdi,A,6,Human,0,2,5.6,4.666666666666667,0.75,0.5625,0.15241379310344794,-0.34195402298850563
R_23ljf6om1ieTpdi,A,7,AI,1,2,7.0,5.0,0.75,0.0625,1.5524137931034483,-0.008620689655172598
R_23ljf6om1ieTpdi,A,8,Human,0,2,5.6,5.0,0.75,0.5625,0.15241379310344794,-0.008620689655172598
R_23ljf6om1ieTpdi,A,9,AI,1,3,6.8,6.0,0.5,0.25,1.3524137931034481,0.9913793103448274
R_23ljf6om1ieTpdi,A,10,Human,0,2,5.6,4.333333333333333,0.75,0.5625,0.15241379310344794,-0.6752873563218396
R_23ljf6om1ieTpdi,A,11,AI,1,2,6.4,5.333333333333333,0.75,0.0625,0.9524137931034486,0.32471264367816044
R_23ljf6om1ieTpdi,A,12,Human,0,1,5.8,4.333333333333333,1.0,1.0,0.3524137931034481,-0.6752873563218396
R_23ljf6om1ieTpdi,A,13,AI,1,5,6.0,5.0,0.0,1.0,0.5524137931034483,-0.008620689655172598
R_23ljf6om1ieTpdi,A,14,Human,0,5,5.4,4.666666666666667,0.0,0.0,-0.04758620689655135,-0.34195402298850563
R_23ljf6om1ieTpdi,A,15,AI,1,3,5.4,5.0,0.5,0.25,-0.04758620689655135,-0.008620689655172598
R_23ljf6om1ieTpdi,A,16,Human,0,2,5.4,4.666666666666667,0.75,0.5625,-0.04758620689655135,-0.34195402298850563
R_23ljf6om1ieTpdi,A,17,AI,1,3,5.6,5.0,0.5,0.25,0.15241379310344794,-0.008620689655172598
R_23ljf6om1ieTpdi,A,18,Human,0,3,5.6,4.333333333333333,0.5,0.25,0.15241379310344794,-0.6752873563218396
R_23ljf6om1ieTpdi,A,19,AI,1,4,5.2,6.0,0.25,0.5625,-0.24758620689655153,0.9913793103448274
R_23ljf6om1ieTpdi,A,20,Human,0,2,5.6,4.666666666666667,0.75,0.5625,0.15241379310344794,-0.34195402298850563
R_2j809zufFFHeknn,B,1,Human,0,5,7.0,7.0,0.0,0.0,1.5524137931034483,1.9913793103448274
R_2j809zufFFHeknn,B,2,AI,1,5,7.0,7.0,0.0,1.0,1.5524137931034483,1.9913793103448274
R_2j809zufFFHeknn,B,3,Human,0,5,7.0,7.0,0.0,0.0,1.5524137931034483,1.9913793103448274
R_2j809zufFFHeknn,B,4,AI,1,5,7.0,7.0,0.0,1.0,1.5524137931034483,1.9913793103448274
R_2j809zufFFHeknn,B,5,Human,0,4,6.0,6.0,0.25,0.0625,0.5524137931034483,0.9913793103448274
R_2j809zufFFHeknn,B,6,AI,1,5,7.0,7.0,0.0,1.0,1.5524137931034483,1.9913793103448274
R_2j809zufFFHeknn,B,7,Human,0,4,6.0,6.0,0.25,0.0625,0.5524137931034483,0.9913793103448274
R_2j809zufFFHeknn,B,8,AI,1,5,7.0,7.0,0.0,1.0,1.5524137931034483,1.9913793103448274
R_2j809zufFFHeknn,B,9,Human,0,5,7.0,7.0,0.0,0.0,1.5524137931034483,1.9913793103448274
R_2j809zufFFHeknn,B,10,AI,1,5,7.0,7.0,0.0,1.0,1.5524137931034483,1.9913793103448274
R_2j809zufFFHeknn,B,11,Human,0,5,7.0,7.0,0.0,0.0,1.5524137931034483,1.9913793103448274
R_2j809zufFFHeknn,B,12,AI,1,5,7.0,7.0,0.0,1.0,1.5524137931034483,1.9913793103448274
R_2j809zufFFHeknn,B,13,Human,0,5,7.0,7.0,0.0,0.0,1.5524137931034483,1.9913793103448274
R_2j809zufFFHeknn,B,14,AI,1,4,6.0,6.0,0.25,0.5625,0.5524137931034483,0.9913793103448274
R_2j809zufFFHeknn,B,15,Human,0,5,7.0,7.0,0.0,0.0,1.5524137931034483,1.9913793103448274
R_2j809zufFFHeknn,B,16,AI,1,5,7.0,7.0,0.0,1.0,1.5524137931034483,1.9913793103448274
R_2j809zufFFHeknn,B,17,Human,0,5,7.0,7.0,0.0,0.0,1.5524137931034483,1.9913793103448274
R_2j809zufFFHeknn,B,18,AI,1,5,7.0,7.0,0.0,1.0,1.5524137931034483,1.9913793103448274
R_2j809zufFFHeknn,B,19,Human,0,5,7.0,7.0,0.0,0.0,1.5524137931034483,1.9913793103448274
R_2j809zufFFHeknn,B,20,AI,1,5,7.0,7.0,0.0,1.0,1.5524137931034483,1.9913793103448274
R_2RUNjLH5S28TjXS,A,1,AI,1,4,5.6,5.333333333333333,0.25,0.5625,0.15241379310344794,0.32471264367816044
R_2RUNjLH5S28TjXS,A,2,Human,0,4,5.0,5.0,0.25,0.0625,-0.4475862068965517,-0.008620689655172598
R_2RUNjLH5S28TjXS,A,3,AI,1,5,6.0,5.666666666666667,0.0,1.0,0.5524137931034483,0.6580459770114944
R_2RUNjLH5S28TjXS,A,4,Human,0,2,5.0,4.0,0.75,0.5625,-0.4475862068965517,-1.0086206896551726
R_2RUNjLH5S28TjXS,A,5,AI,1,4,5.0,4.666666666666667,0.25,0.5625,-0.4475862068965517,-0.34195402298850563
R_2RUNjLH5S28TjXS,A,6,Human,0,5,6.0,5.0,0.0,0.0,0.5524137931034483,-0.008620689655172598
R_2RUNjLH5S28TjXS,A,7,AI,1,4,6.0,5.666666666666667,0.25,0.5625,0.5524137931034483,0.6580459770114944
R_2RUNjLH5S28TjXS,A,8,Human,0,4,5.0,5.0,0.25,0.0625,-0.4475862068965517,-0.008620689655172598
R_2RUNjLH5S28TjXS,A,9,AI,1,4,6.0,5.0,0.25,0.5625,0.5524137931034483,-0.008620689655172598
R_2RUNjLH5S28TjXS,A,10,Human,0,3,5.4,5.0,0.5,0.25,-0.04758620689655135,-0.008620689655172598
R_2RUNjLH5S28TjXS,A,11,AI,1,4,6.0,5.0,0.25,0.5625,0.5524137931034483,-0.008620689655172598
R_2RUNjLH5S28TjXS,A,12,Human,0,5,6.0,6.0,0.0,0.0,0.5524137931034483,0.9913793103448274
R_2RUNjLH5S28TjXS,A,13,AI,1,3,5.2,5.0,0.5,0.25,-0.24758620689655153,-0.008620689655172598
R_2RUNjLH5S28TjXS,A,14,Human,0,4,6.0,6.0,0.25,0.0625,0.5524137931034483,0.9913793103448274
R_2RUNjLH5S28TjXS,A,15,AI,1,2,4.8,4.0,0.75,0.0625,-0.6475862068965519,-1.0086206896551726
R_2RUNjLH5S28TjXS,A,16,Human,0,5,5.6,5.0,0.0,0.0,0.15241379310344794,-0.008620689655172598
R_2RUNjLH5S28TjXS,A,17,AI,1,3,5.8,5.333333333333333,0.5,0.25,0.3524137931034481,0.32471264367816044
R_2RUNjLH5S28TjXS,A,18,Human,0,4,3.2,4.0,0.25,0.0625,-2.2475862068965515,-1.0086206896551726
R_2RUNjLH5S28TjXS,A,19,AI,1,4,6.0,6.0,0.25,0.5625,0.5524137931034483,0.9913793103448274
R_2RUNjLH5S28TjXS,A,20,Human,0,4,4.2,4.0,0.25,0.0625,-1.2475862068965515,-1.0086206896551726
R_163GVmAhElDQjg5,A,1,AI,1,4,6.6,6.333333333333333,0.25,0.5625,1.152413793103448,1.3247126436781604
R_163GVmAhElDQjg5,A,2,Human,0,4,6.6,6.666666666666667,0.25,0.0625,1.152413793103448,1.6580459770114944
R_163GVmAhElDQjg5,A,3,AI,1,4,6.6,6.666666666666667,0.25,0.5625,1.152413793103448,1.6580459770114944
R_163GVmAhElDQjg5,A,4,Human,0,4,6.6,6.666666666666667,0.25,0.0625,1.152413793103448,1.6580459770114944
R_163GVmAhElDQjg5,A,5,AI,1,4,6.4,6.666666666666667,0.25,0.5625,0.9524137931034486,1.6580459770114944
R_163GVmAhElDQjg5,A,6,Human,0,4,6.6,6.666666666666667,0.25,0.0625,1.152413793103448,1.6580459770114944
R_163GVmAhElDQjg5,A,7,AI,1,4,6.6,6.666666666666667,0.25,0.5625,1.152413793103448,1.6580459770114944
R_163GVmAhElDQjg5,A,8,Human,0,4,6.6,6.666666666666667,0.25,0.0625,1.152413793103448,1.6580459770114944
R_163GVmAhElDQjg5,A,9,AI,1,4,6.6,6.666666666666667,0.25,0.5625,1.152413793103448,1.6580459770114944
R_163GVmAhElDQjg5,A,10,Human,0,4,6.6,6.666666666666667,0.25,0.0625,1.152413793103448,1.6580459770114944
R_163GVmAhElDQjg5,A,11,AI,1,4,6.6,6.666666666666667,0.25,0.5625,1.152413793103448,1.6580459770114944
R_163GVmAhElDQjg5,A,12,Human,0,4,6.6,6.666666666666667,0.25,0.0625,1.152413793103448,1.6580459770114944
